id,author_id,author_name,author_gender,content,voteup_count
392537423,60830f1b6227e6abfe7cf8cbc97c4897,世事洞明的猴子,-1,答一波～ 美食街的串串灌饼店，我和朋友一起去吃的，吃到中途我突然尿急，发现后房有个门开的就冲了进去，结果…… [视频] 误打误撞进入了他的黑作坊， [图片] [图片] [图片] [图片] [图片] 这家店的客人还挺多的，他的所有串串全部泡在臭水桶里，里面飘的很多苍蝇……还有许多不明液体（黄水）散发着刺鼻气味，还有鸡蛋灌饼的原料成堆放在一起。真tm恶心。 虽然不是全部，但有些许小吃店还是不把人当人看的…总之，少去就好了 这是我冒着被打危险拍下的，记得给我点赞。,14560
436022087,7f31811b20eeceddfa085d2995611f7b,投影,-1,[图片] 这个女的我老婆，我们买煎饼果子的，东西全是新鲜的，面要早早弄好，豆浆别人说让我们买点豆浆粉冲点就好，我们不敢，我们经常劝人家尽量别买我们的香肠，那个是我们进的。薄脆之前是买别人的坯子回家自己炸，现在我们自己在家用压面机做，之前有些闲的时间，现在怕不干净自己做的就多了，整天都是忙啊忙啊，挣得真的都是辛苦钱，良心过得去,20815
387987291,0,匿名用户,1,本人是城管，街边小吃最好少吃。因为有一次联合执法查处了一个油茶作坊（路边推个三轮车车上放个油茶壶，他们不自己做都是外边小作坊买来的成品）作坊内环境可以用触目惊心来形容，老鼠，苍蝇，脏乱的环境，麻木的作坊工人，我敢保证任何人只要进去看一眼都有想要把那个黑心老板打一顿的冲动！每次遇见这种恶心人的食品案件，都想叫来黑心老板，让他吃完自己加工的食品。还有街边炸油条和油饼的，如果非要吃，你可以尝试先给野狗…,19322
387433116,7094fb800142a2cb8aa098de3e944639,徐慕林,-1,初中时候家附近有一看似六十来岁的老头推一小推车，买素面筋的。一次偶然的机会我去买了一串，卧槽，那叫一个好吃！于是以后天天去吃，和老爷子也是混熟了一天我告诉他：×××，你做的面筋这么好吃，你到我们学校门口卖去，我保证你的生意碾压那些卖烤肠的渣渣！老爷子听罢，停下了手上的活，说：我这东西不卫生，不能给孩子们吃啊~我听后先是一阵感动，后来又想想，卧槽！？？什么意思？难道我就不是孩子，我就活该被毒害………,25220
415129715,9b4eed615bfab41f6efc9c9741487642,起名儿总是很无措,0,提到街边小吃，就不能不提麻辣烫。以前我家楼下有家麻辣烫，老板听口音是四川人，但他家的味道不是很香，所以店里生意不好。我是偶尔懒了不肯去远的地方就到楼下凑合一下。 有一次过了饭点儿了，我去吃，他给我做好了之后，给自己呼呼啦啦也烫了一大盆儿，也吃起来，我看他吃的香，就问他：“老板也爱吃这口哈 ”他说天天吃，然后他又问我觉得味道怎么样，我老实回他：“味道有点儿一般，但是菜挺新鲜的。”老板笑了一下：“我没…,9032
387090792,669c0e64f2fa7f8e785e6d72906a9066,是团子啊,0,正新鸡排大家都知道吧，我男朋友舍友在正新鸡排兼职，每到换新油的时候，就在群里问 有要带鸡排的吗?今天刚换了一锅新油。 我听到后也是哈哈哈哈哈哈,10051
394067597,9c9080ebd2498ae804112a3ea4e058d7,一颗柠檬,0,且不说路边小摊，我曾经在肯德基打过工，那里要求很严格，其实是很卫生的。然后，有一天 ，有个女孩就跟我说 她说肯德基很脏，我特别惊讶，我说不会啊，我就在那里打过工，只要摸过脏东西都要洗手，还有要穿工作服巴拉巴拉，结果她说，她姐也在肯德基打过工，去完厕所不洗手就给人装汉堡，汉堡掉到地上，捡起来接着卖，听的我目瞪口呆，可是，这些是因为打工者参差不齐的素质导致的啊，肯德基的要求分明说的是，这种操作中失误掉…,9490
387038795,dcd13cab049db1d229a5890f744ba37a,欧拉海萨友,-1,有同学在校外烤鸭摊吃出了蛆应该算吧~~~(手动微笑) [图片] [图片] [图片] [视频] …………………………………………………………………………今天逛知乎的时候突然想到可以回答这个答案好多知友说其他答案一样，emmm 因为这事还是有一定的影响力，基本上学校同学都知道，，别的校友答的时候没看见 ，所以就重了重了((ฅ&gt;ω&lt;*ฅ))然后然后就是……据说卖烤鸭饭的在我们这市有两套房了因为有同学举报过卫生问题，烤鸭摊子已经撤了………想和我一起约烤鸭…,6357
387542513,c533a90dc033862dd1d80b09d7433d5a,aimei,0,某日在理发店美发，上了烫头药水，理发师嘱咐我头端平保持二十分钟。 不能低头看手机，万般无聊中看着对面烧饼摊师傅忙碌的身影发呆。 师傅揉面技术娴熟，面团在他手里上下翻滚，夕阳的余晖洒在他消瘦的身躯上，将他的脸颊映衬的异常柔润，恍惚间我想起了初恋，一幕幕美好的镜头浮现在眼前。 咦，等等，师傅在干什么？他潇洒的一甩手的动作瞬间将我拉回现实：只见面点师傅抬手捏住鼻子轻轻一擤，然后用力往地上一扔，“啪” 一条…,3006
427908349,0,匿名用户,1,2013年韩国旅游，在首尔那个最出名卖化妆品的楼下，在那里买时身边全部都是国语交流，人多的不得了，老婆负责SHOPPING，我负责提袋子，买完后下楼，19点多了，天色有点黑，我实在累的不行了，就坐在那个大厦的阶梯上，一个小年糕摊的对面，老婆看见对面有吃的，又要去买，问我，我说不要，她就去买了，还要排队，估计很多同胞都刚SHOPPING完出来，都在那买着吃，买了后跟我一起坐到阶梯上吃，吃了没两口说难吃就要倒，就又跑回去…,1658
16745450,aea2c11c88e584e7c8d36f95e4c00f31,闻佳,0,2018 年 1 月更新。这个榜单每年一订，今年是第五年了。更新时是 9.4 万赞和 26 万次收藏。每年调整更新一个淘宝食物的版本，也还蛮好玩的。今年一共列入 23 种食物，保留了之前的 10 种，13 种为新推荐。本文仅限知乎和「艾格吃饱了」。请大家保证晚上 10 点后打开，嗯哼。 1、如果你是第一次看到我的推荐，请谨慎消费，如果可能的话，去看一些我的其它文章，判断下我的风格是否会合你口味，再决定是否购买。2、所有内容均为亲…,119786
572557902,5fde7e5c14005c9dcc4bac0ea03a889b,薛定谔,0,有人喜欢吃大福吗就是这个玩意 [图片] 我经常吃一家贼好吃的日式的外卖店他们家就有这种大福！超级好吃啊！外面糯糯的带着香香的椰蓉，里面的奶油更是深得我心。后来突然有一天在淘宝搜大福本来是想找那种日漫里头的大福，结果出来的都是他。简直意外之喜！！！ [图片] 而且价格非常美好，大概在13块钱10枚装这样子。比八块钱两个在店里买划算多了...唯一的缺点大概就是容易腻，我一般吃一个就有点腻了，可惜没有小包装的。还有这个绿豆糕 [图片] 童年的…,744
140603454,3617e86a0129d50a3b7c5fb366dda5ab,小堵车,0,自从跟闻佳老师成了同事，作为没事干研究院的1号研究员，每天不是在吃，就是在找吃的路上。过去一年，每天收10个快递，吃一桌子的零食，从近千种零食里整理出了这19件值得「无限回购」的零食清单，完全为这个答案而生啊～（不要问我胖了多少！哼！.本文仅限知乎与「艾格吃饱了」本文所有购买均出于自觉自愿，推荐口味也都基于个人，我喜欢的未必对你胃口，请独立思考，谨慎消费，不要盲目跟风，不要失去自我。--------------分了…,9213
523942351,aa0f6305bf96f72d2dddff8c685edb02,磅礴科技,-1,PS：这不是软广也没有利益相关，不提供链接，要链接的私信不回。晚上十点以后就不要点开这条回答了，至于为什么，我回答不了，谁看谁知道！每隔一段时间，慢慢君就会在美食话题下溜达一圈为那些寻找儿时回忆的： 你有哪些好吃到吐血的零食推荐？ 想要低卡零食的： 有没有适合在校学生吃的低热量零食？ 追求便宜且量大的： 淘宝上有什么美味且便宜量大的零食？ 美食爱好者们提供肉体的满足感！ [图片] 今天一共列入 29 种美食推荐，以下…,3908
52292798,9b5407838fcee7db79111c55e51bedbf,萌酥,0,୧(๑•̀⌄•́๑)૭ 【多图预警！】 虽然有很多答案了啊啊啊啊.....但是我不管啊，就要答！[- 谢绝转载不许转载禁止转载！- ] PS：唔，不是软广也没有利益相关，不提供链接，要链接的私信不回。 最近入的零晨酒铺的起泡酒挺赞的，来更新种棵草~ [图片] 我喝的是金帽起泡酒，听名字就很戳心。瓶子和包装的颜值也很高，感觉送人也挺合适的。倒到杯子里就有蓬蓬的气泡往上冒，很可爱。其实我本人不太能喝酒，但这款入…,15344
638533821,b320a4a25cd475d0b3c3b970b641d942,暖暖,0,淘宝是个“解忧杂货铺”，只有你想不到，没有你买不到，作为美食发烧友，把这些年的珍藏全部分享给你们，回答很长，长到你需要耐着性子才能看完，如果它能给你平淡的生活带去一丝丝的惊喜，那就是我最大的快乐♥PS: 因为美食太多，就不一一分类了，想起哪条写哪条，可能有点儿乱，but这不是重点，重点是找到你的菜，如果有可能，我希望这个回答可以一直更新下去划重点↓因为众口难调，所以本文只代表我个人的口味哦~小伙伴儿们…,7236
183527453,e3d614189e95db78a7a22de31d30f759,特浓海盐牛奶糖,0,"「多图预警」～ 以我淘宝购物单里近百家美食店铺发誓，以下均为良心推荐 方便阅读大纲： 自制卤味 手工甜品 零食类 ☲☲☲☲☲☲☲☲☲☲☲☲☲☲☲☲☲☲☲ 6.15 注意蛋黄酥的店铺已改，顺便简单更新一下，接原文 我真勤快(,,•́.•̀,,) —————————————————— 1.奶爸自制 [图片] ▲酱香猪蹄和梅子排骨是特色。 猪蹄是中等酥烂，带一点嚼劲，我个人更爱吃烂透了的，…",5468
641391773,5fc6efdea7fb5b7f6bbd233a55880973,企鹅吃喝指南,-1,被《大公报》称为香港第一的零食店，到底有什么值得买？嗯，如果不差钱的话，爱吃什么，就买什么，这家店没有大雷。但总结下来三点：1 杏仁类产品必买2 蜜饯很强！糕点不错！3 咸味零食下手要谨慎如果你是杏仁爱好者这几样招牌别错过同事每年在家里要存上两罐的川贝杏仁霜，自己冲一冲，就能甩普通茶餐厅杏仁露两条街。 [图片] 不少杏仁茶会用甜杏仁，陈意斋用甜南杏配苦北杏，配比很好，开盖就是杏仁清雅的香气。诚意地加了川贝，喝起来…,1664
27552400,347b3c281d13e37ea679ca787c4f37a0,毛羽立,0,更新完毕！目前就这么多了！写得好辛苦，给我看到你们热情的赞好吗 ( • ̀ω•́ )✧ 看了上面这么多爆款，我来推荐点儿新鲜的！！我买过的吃的很少会买第二遍，就算再好吃，我也相信浅尝辄止就好~~作为一个信奉“人生那么短，哪有时间吃不好吃的东西”的食物追求者，芒果干面包干松塔椰子片猪肉脯肉松饼什么的尝尝就可以了，一箱一箱地囤货就实在太对不起自己、and那些被错过的美食了！目录： 一、糖果/巧克力 二、…,10579
423397927,9706f126aad9d858ba95a9a669d3f8e5,逢场做细,0,我一介名不见经传的小人物，应该不存在打广告的嫌疑吧，纯粹分享…网购超头疼有木有，一打开密密麻麻的淘宝页面，眼花缭乱~立马就想睡觉…前段时间加了一个好吃群，哈哈，不怎么网购零食星人也疯狂被种草，我都有点吃不消，所以来分享下，求一起消耗，哈哈哈……（在此也感谢群友的用心分享，笔芯~） 1、明治海盐荔枝雪糕哈哈，夏天来啦，当然首推雪糕啦，这个海盐荔枝雪糕，一开始被种草时一度抢不到货（哈哈，当时做活动没抢到…,2098
53495841,f8e16e3559fdcca1f028f48f4a154b60,薄荷,1,近期补坑 手机码字，格式见谅。谢绝商业转载，谢绝！商业！转载！虽然这个重申没什么用，但是依然要说的。 一夜好多赞，答主是汉子！弯的汉子！ 重申一下，下文讲的基本是烹饪中需要记得的思维逻辑，是基础中的基础，懂得了烹饪的逻辑做什么都不会太难吃，答主不是厨房工作者，只是会做饭的孩子家里都有两个放养的父母。 看着朋友，亲人饿了几天没吃饭一样的狂扫饭菜是做饭最有乐趣的事。 ps:我恨刷碗!更恨做好饭不麻溜吃还在那…,53143
21504075,7f962ad04d17582cca8d1db26970f2f9,庄力,1,先在这里说明一下：以下答案拒绝转载到其他网站。（特别是新浪，老是让我以为有妹子艾特我 ） ----------------------------------更新-------------------------------------------------------------------------------------------------- 作为一个餐饮业经营者，输给我女神@安嘉门院 我还是心服口服的。 谢谢女神的赞！！我的人生圆满了~！ 看了@杨一丁 的答案，他说了两方面，我有点持不同观点，1：不讲原因理论就说好不好…,153301
21500131,b9330cb6ddf1d05fb6b050073054f9d6,孤独的球头人牛长,1,很多人都觉得鸡胸肉很柴不好吃，其实把鸡胸肉切片后用淀粉抓一抓（加点黑胡椒和盐），你就能炒出超超超超级嫩的肉片。 然后可以和青椒一起炒、可以和香菇一起炒、可以和任何东西一起炒，也可以做鸡片意大利面之类的，超超超嫩。 而且鸡胸肉热量还很低！~ -------------------- 还有，买「肘花火腿」，就是里面带肉筋的那种火腿，切片或者长条煎一下，和小白菜、菜心之类的脆青菜一起炒，味道和口感那叫棒！ --------------------…,13108
21500482,883f7f6a27943b0b04e0146b414ac8a0,知乎用户,0,炖排骨汤滴两滴醋，炖别的汤别这么做。亲身实践，会影响味道，比如鸡汤。 生抽和老抽最好区分开，不要统一用酱油，有时菜颜色好不好看，就取决于这些上色的调料。 做炒鸡蛋，在打散蛋液时，加一小勺水淀粉或者水，鸡蛋下锅后小火烘一下，炒出来的鸡蛋会很蓬，很大一块。还有，炒蛋用猪油，比用别的任何油好吃。 熬鱼汤甩根猪大骨一起炖，会很鲜，而且腥味会淡很多。 熬咖喱加椰浆（这个技巧说了好多次了貌似），会非常好吃，把咖…,1370
70922669,ea867d5260cc0c5215265cbb22b92ee3,关雨,1,本人父亲乃拥有三十年粤菜烹饪经验之大神~~哈哈哈 这里给大家安利一点私认为是粤菜的下厨技巧 ----------------------------第一次更新来啦~------------------------------------- 人生第一次收集到50个知乎赞，赞真是个神奇的东西，陌生大伙的赞却能给我更新码字的动力，谢谢，我会尽力分享一些可以帮助在厨房风生水起的窍门哈哈哈~（得意脸 正文 关于“鱼肉处理到不腥” 这里我想给出一个粤式蒸鱼的流程，不是特别对题，因为…,8983
200257803,b454456a6a70bc24cdebfa05f6971f26,满天星,1,说到炒菜技巧啊，“积蓄”还是很多的嘛23333 [图片] 1.我们在做饹饼和面时，可以加点啤酒，还可以加点猪油，这样的饼烙出来那才酥香可口！！ [图片] 2.炒饭一般人都会吧，有不少朋友有秘招啊，什么老干妈啦，什么虾酱啦之类的，这些我就不多强调啦，今天我要向大家介绍的是调制一款酱油，其实啊，酱油是需要进一步深加工的，像那个四川甜水面，用的就是自制的复制酱油，炒饭里面，我们可以用做泰椒酱油，就是把泰椒切小圈，泡入鲜味酱油中两三天…,1004
442207867,234eb830bd5d07dcc7b01e7ce4e799da,胡厨厨,1,谢邀，废话不多说，直接开始吧！ 1. 上次有人问我饺子馅怎么做好吃，其实有一个点很关键，饺子馅要调稍微稀一点，这样饺子馅才“多汁”，用泡过花椒的水，去肉腥味效果很好，而且也吃不出花椒味。2. 食材去腥的方法：冷水焯水、冲水、用葱姜蒜酒来腌制。3. 平时用葱姜腌制东西的时候，尽量不要改刀太小，还要拍一下，这样效果比较好，腌完了方便择出来。4. 我们选鱼不光要看鱼是否鲜活肥美，也得闻一下，因为在直接开挖土地建筑…,1999
69735631,4a03d789f70c61f2a5da0fc9af36a286,纸婷,0,来自奶奶姥姥姨奶奶的通用烹饪技巧在后面～ 原答案： 来自海外电热炉用户提示： 1.中餐好吃在火候，电热炉热力比明火差太远，必须锅子烧得热热热热的才可以开始炒！ 2.还有炒菜都不可材料太凉也忌讳带水，放到室温沥干面上的水分再大火炒，不然马上出一堆水炒不起来全部趴掉了不好吃又没营养。 3.没有高压锅可以使用慢炖锅代替，去一道血以后小火一晚上睡起来就可以吃啦～锅还便宜 4.美国的肉都不放血，做清炖的要冷水加热使劲放…,1972
157907827,4b5c221e0efaaf6e0a7beb7b5fd25845,美食台,-1,今天为大家介绍以下做饭技巧，包括：蔬菜焯水、肉类焯水、炼猪油、各种常见鸡蛋做法，及如何熬出奶白色的鱼汤，具体如下： 1.蔬菜焯水：蔬菜焯水的作用第一是可以去除毒素，第二可以去除草酸，可以让它保持翠绿，让人更加有食欲。蔬菜飞完水之后，放到冰水里，可以让温度迅速下降，口感也会比较好，适用于做凉拌。热油沸水焯完的蔬菜更适用于爆炒，这样可以更好地保证它的营养。 [视频: 【美食台】如何炒好蔬菜？会焯水很重要！_美食圈_生活_bilibili_哔哩哔哩] ❶ 沸水油盐法（适用于茭白、芦笋、苋菜、菠菜…,1886
190301327,17cebedb01558b56c3529239fe56d101,胖酷帅,1,谢谢邀请我把题目理解为厨艺可好？以下回答是在经济条件有限并且乐于待在厨房的人可能会用到的一些不太注意的技巧，包含但不局限于炒菜。我尽量把自己的一些经验分享给大家，希望能够有所帮助。我家是出租屋。炫富的、高端的、咋不这样咋不那样啥都看不上的专业大师与喷子请绕道。 1工具三大件1.1刀与墩尽量用中式刀，牌子无所谓。西餐刀少做一半的菜。一把砍刀一把片刀，我家用就足够。 [图片] 一周至少磨一次刀，认真磨。无所谓啥式…,1267
235363015,c06e444d2dc779ab9ffb6f92013dbe45,毕导,1,香蕉+冬枣的组合前天中午，一条诡异的微博突然上了热门。大意是说，吃了香蕉再吃枣，会有臭得非常恶心甚至让人想死能看到走马灯的味道 [图片] 这真是很AMAZING啊！香蕉和枣明明都是甜甜的水果啊！但仔细回想我25年来还真没一起吃过……随后有诸多网友纷纷分享了自己的吃后感受！描述也是五花八门 [图片] 原作者的描述是吃完会看到人生的走马灯……吃个香蕉和枣就能把自己吃成濒危物种也是蛮厉害的！还有人吃完说看到了孔子和苏格拉底还有满天神佛…,44083
100528353,9744786fdca45942854552af428578b0,匡靖,0,（答案里会涉及到品牌，介于答主是个心思细腻敏感的人，所以在此声明，非广告贴，收了一丁点广告费的话我去死啊。PS：也不会透露任何所提到零食的链接和来源。） 答个奇葩零食流。 先说说日本，日本恐怕是拥有最多的奇葩零食的国家了吧，马肉冰淇淋，芥末威化，咖喱汽水，这个网上被人说地太多了啊，答主就不扯了，扯些我觉得很飞很屌的哇。 对于奇葩零食，答主一直都怀有敬仰膜拜的心情啊，尤其是奇葩流的，每次看到都跃跃欲试…,13248
147037706,5effb1da657157b884936815a052316d,刘桓看不穿,1,上个圣诞假期我们去了南美美食之都秘鲁，一路上吃的东西都大开眼界，喝过西红柿酸洋葱汤，吃过绿不拉几的莫名其妙的米饭，啃过大拇指指甲般大小的玉米粒。不过这些都比不上下面的这个奇怪---荷兰猪 之前荷兰猪在我心里一直是这样的 [图片] 或者是这样的 [图片] 甚至在秘鲁人民不饿的时候，他们也是很喜欢荷兰猪的 [图片] 但是如果当他们饿了，荷兰猪就会变成这样。 [图片] [图片] 作为招牌菜，厨师会端着整只荷兰猪上来，让你拍照留念，然后彬彬有礼的问你，你们…,1116
116810918,5512e3d867432b2afd2437e5067fe22c,Chong,1,更新于Sept 19th 2017原文： 话说现在是不是答案开头不流行写谢邀了看了下几个高票答案，什么西非神秘果、太空冰淇淋、鲱鱼罐头崂山水、各种昆虫都有人写过了，于是我写几个还没人写得吧埃塞俄比亚的主食叫做英吉拉，苔麸发酵而成的酸味薄饼，样子和手感都像抹布，卷着各种糊状的菜吃进嘴里颇有种擦完桌子把抹布吃了的错觉 [图片] 它们的国菜是生牛肉，直接从肉铺里挂着的半扇儿牛上面给你连肥带瘦割下来两斤，然后沾着辣椒粉用英吉拉卷…,17443
233778669,bafadeef906dcdc5b6b37397d7091665,知乎用户,0,[图片] 香香脆脆的小饼干，就是有点腥味，吃多了会恶心，吐过一次之后学聪明了，先用微波炉叮一下就好。 那是在加拿大上大一的下学期，在同学都忙着赶作业和预备考试的时候我把饭钱花光了，想去唐人街餐馆里打工，但是坐不起公交车，只能时不时的央求有车的同学带我进城。加拿大的法定最低时薪是10加币左右，但是餐馆老板们根本不在乎，他们也不在乎你有没有工卡，所有华人雇员一视同仁一概当非法劳工对待。“5块钱！能做做，不能做滚啦…,2265
224791640,8faf267fa8b6c36eb630f02f17a16e02,小轰,-1,念大学时，放假回家要坐长途火车，会买不少东西路上吃。有一次在学校旁的苏果超市看到一样新奇的食物，自热米饭。 [图片] 有点类似于这种的，但是没有这么精美，而且不是一整袋的包装，是两个塑料包装紧紧黏在一起上面是饭菜，下面是加热包。在那时，这真正是新鲜事物，好神奇的说。我赶紧买了三包。想到火车上可以不用煮就能吃热腾腾米饭，好期待哦。 上车后，迫不及待的就拿了一袋出来，慎重的放到桌上，按照说明书拉下面那个加热包的…,1569
225287400,615ef49cb6df2538df4e474702651f55,知乎用户,0,小透明惊呆了Σ( ° △ °|||)︴看来吃过刺猬的壮举着实是属于少数人的。但是有人私信说我姥爷是傻逼！！！你才傻逼！！！姥爷是扛过枪打过仗的老八路军，战争年代因为饥饿吃过皮带吃过树皮，所以带娃的时候不走寻常路了点，但姥爷是非常疼我的！！！！不许任何人骂他老人家！！！再补充一个壮举，我还吃过蜻蜓.....小时候和哥哥抓了十几只蜻蜓趴在纱窗上，一般这种是养不了的，第二天就会死掉，妈妈觉得怪浪费的，就炸了撒点盐…,13617
118782774,1b5bbe1f7903156c07e8181a0836a8e1,王璞,1,一年前，我发了一条这样的朋友圈： [图片] 然后…朋友圈的朋友们非常及时地给予了反馈： [图片] [图片] [图片] [图片] 这条朋友圈发的很随意，朋友圈的朋友们反馈得却很认真。不过说实话，将近一年以来，我都以非常严谨认真的态度判定这是这位贵州朋友传播的一个非常不严谨认真的假消息！毕竟道理明摆着——谁会吃屎啊！！ 直到前几天，我不小心去了一趟贵阳。到了贵阳的吃喝日程自然排得满满当当，肠旺面、青岩猪脚、糕粑稀饭、米豆腐、鸡辣椒、酸汤鱼、炒汤圆……,3405
389292717,6b20cc00e1c8479a10fe5ad845f2f6d1,知乎用户,0,这！绝对是我从小到大的阴影！阴影面积无限大，到现在过年亲戚们聊天还会嘲笑我！ 小时候，大概八九岁吧。爸爸妈妈工作很忙，每天都是早出晚归，经常没空给我做午饭和晚饭。所以有的时候我大姨会过来给我做饭吃，大姨不来的时候我就一个人泡面。 家里除了我还有老豆，老豆是一只拉布拉多。 接下来就进入高潮了。 有一天我泡面的时候，老豆就在我旁边蹭我，应该是它闻到泡面味道饿了。我就去拿狗粮往他盆里倒。！！！！这个时候，…,1321
100963556,95968d3565eb8b9c78038677e76aea89,伏龙肝爱地浆水,0,一只奶奶手工做的白馒头，里面密密麻麻镶嵌了至少近百只小虫：蛆虫状的（米虫）、蚂蚁状的、飞虫状的、芝麻大的、米粒大的…… 然后她不舍得扔，还是叫我吃，我坐在蚂蚁洞口，小心地找到一只虫就扔给工蚁们一只。 那是一个远郊的小厂，估计晚上醒面的时候没盖纱布，聚餐的虫子最终成了我的食物╯﹏╰。,578
